seed,src_heads_L0,dst_heads_L1,dst_tier,dtau_2a_l1_dst_mean,path_fraction_L2,path_fraction_L3,path_fraction_global,path_fraction_global_null
42,"[0, 3, 5, 6, 7]","[2, 6]",weak,-0.0243,0.8947,0.5219,0.7547,0.3768
